iter,trialnum,rand,scenario
1,10,0.6073469387755102,2
2,10,0.5420408163265307,2
3,10,0.5559183673469388,2
4,10,0.8163265306122449,2
5,10,0.529795918367347,2
6,10,0.5102040816326531,2
7,10,0.649795918367347,2
8,10,0.7542857142857142,2
9,10,0.529795918367347,2
10,10,0.5191836734693878,2
11,10,0.649795918367347,2
12,10,0.4897959183673469,2
13,10,0.6277551020408163,2
14,10,0.5191836734693878,2
15,10,0.5102040816326531,2
16,10,0.6734693877551021,2
17,10,0.5420408163265307,2
18,10,0.49306122448979595,2
19,10,0.5191836734693878,2
20,10,0.7542857142857142,2
21,10,0.6734693877551021,2
22,10,0.5714285714285714,2
23,10,0.4906122448979592,2
24,10,0.5191836734693878,2
25,10,0.4971428571428571,2
26,10,0.4897959183673469,2
27,10,0.5028571428571429,2
28,10,0.5191836734693878,2
29,10,0.649795918367347,2
30,10,0.5102040816326531,2
31,10,0.6277551020408163,2
32,10,0.6073469387755102,2
33,10,0.5885714285714285,2
34,10,0.4971428571428571,2
35,10,0.6073469387755102,2
36,10,0.7257142857142858,2
37,10,0.4971428571428571,2
38,10,0.6073469387755102,2
39,10,0.6277551020408163,2
40,10,0.4897959183673469,2
41,10,0.5885714285714285,2
42,10,0.49306122448979595,2
43,10,0.8848979591836734,2
44,10,0.6987755102040816,2
45,10,0.649795918367347,2
46,10,0.5102040816326531,2
47,10,0.6734693877551021,2
48,10,0.49306122448979595,2
49,10,0.4906122448979592,2
50,10,0.49306122448979595,2
51,10,0.5714285714285714,2
52,10,0.5102040816326531,2
53,10,0.6073469387755102,2
54,10,0.6277551020408163,2
55,10,0.5559183673469388,2
56,10,0.5420408163265307,2
57,10,0.4906122448979592,2
58,10,0.529795918367347,2
59,10,0.529795918367347,2
60,10,0.5028571428571429,2
61,10,0.7257142857142858,2
62,10,0.8163265306122449,2
63,10,0.4897959183673469,2
64,10,0.6073469387755102,2
65,10,0.5191836734693878,2
66,10,0.6277551020408163,2
67,10,0.5714285714285714,2
68,10,0.6073469387755102,2
69,10,0.5191836734693878,2
70,10,0.6987755102040816,2
71,10,0.4971428571428571,2
72,10,0.7257142857142858,2
73,10,0.4897959183673469,2
74,10,0.5191836734693878,2
75,10,0.7542857142857142,2
76,10,0.6073469387755102,2
77,10,0.6734693877551021,2
78,10,0.5028571428571429,2
79,10,0.5714285714285714,2
80,10,0.49306122448979595,2
81,10,0.5102040816326531,2
82,10,0.5191836734693878,2
83,10,0.7257142857142858,2
84,10,0.5559183673469388,2
85,10,0.649795918367347,2
86,10,0.4971428571428571,2
87,10,0.5559183673469388,2
88,10,0.6277551020408163,2
89,10,0.529795918367347,2
90,10,0.5191836734693878,2
91,10,0.7542857142857142,2
92,10,0.5420408163265307,2
93,10,0.6734693877551021,2
94,10,0.4971428571428571,2
95,10,0.6987755102040816,2
96,10,0.4971428571428571,2
97,10,0.5028571428571429,2
98,10,0.5559183673469388,2
99,10,0.649795918367347,2
100,10,0.4906122448979592,2
